"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Serovar subtype","Assay: Other serovar subtype","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Assay: Health Level","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name"
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsczs","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","143","39","104","71.79","56.22","83.46","87.50","79.65","92.60","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsczt","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","144","40","104","72.50","57.17","83.89","86.54","78.54","91.86","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsczu","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","163","38","125","7.89","2.72","20.80","95.20","89.92","97.78","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsczv","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","290","61","229","23.09","53.01","7.40","90.90","95.07","83.81","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsczw","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","290","61","229","19.18","49.58","5.42","91.35","95.16","85.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsczx","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","483","254","229","60.24","66.07","54.09","93.04","97.29","83.23","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsczy","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","484","255","229","70.98","76.22","65.11","90.90","95.07","83.81","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsczz","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","481","252","229","57.14","63.12","50.95","91.35","95.16","85.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd00","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","127","23","104","39.13","22.16","59.21","87.50","79.65","92.60","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd01","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","124","20","104","35.00","18.12","56.71","87.50","79.65","92.60","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd02","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","127","23","104","43.48","25.63","63.19","86.54","78.54","91.86","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd03","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","128","24","104","66.67","46.71","82.03","87.50","79.65","92.60","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd04","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","340","215","125","57.67","50.99","64.09","95.20","89.92","97.78","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd05","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","340","215","125","58.14","51.46","64.53","96.80","92.06","98.75","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd06","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","340","215","125","70.70","64.29","76.38","95.20","89.92","97.78","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd07","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","287","58","229","17.56","43.52","5.56","93.04","97.29","83.23","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd08","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","163","38","125","7.89","2.72","20.80","96.80","92.06","98.75","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd09","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","163","38","125","10.53","4.17","24.13","95.20","89.92","97.78","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd0A","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","189","64","125","32.81","22.57","45.00","95.20","89.92","97.78","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd0B","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","189","64","125","26.56","17.30","38.48","96.80","92.06","98.75","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd0C","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","189","64","125","37.50","26.67","49.75","95.20","89.92","97.78","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLWI","a2r69000007lbJG","a266900000Bsd0D","06.07.2023","China","Shenzhen","Western Pacific Region","bioeasy.com","Shenzhen Bioeasy Biotechnology Co., ltd.","BIOEASY-2019-nCoV Total Ab GICA Rapid Test","Triage/Screening","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","629","400","229","42.02","64.64","22.33","93.04","97.29","83.23","Victoria Aroworade","Victoria Aroworade","",""
